model	threshold	FPR	TPR	AUC	display_label	plot_color	AUC_display	source_file
binary_aquatic_dependence_nested_ttest_baseline	0.218388468783971	0.119469026548673	0.666666666666667	0.825537294563843	Binary aquatic-dependence model (AUC = 0.826)	#d95f0e	0.826	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_ROC_points.tsv
binary_aquatic_dependence_nested_ttest_baseline	0.200640572303802	0.119469026548673	0.682539682539683	0.825537294563843	Binary aquatic-dependence model (AUC = 0.826)	#d95f0e	0.826	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_ROC_points.tsv
binary_aquatic_dependence_nested_ttest_baseline	0.199096135208372	0.123893805309735	0.682539682539683	0.825537294563843	Binary aquatic-dependence model (AUC = 0.826)	#d95f0e	0.826	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_ROC_points.tsv
binary_aquatic_dependence_nested_ttest_baseline	0.195817797879329	0.128318584070796	0.682539682539683	0.825537294563843	Binary aquatic-dependence model (AUC = 0.826)	#d95f0e	0.826	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_ROC_points.tsv
binary_aquatic_dependence_nested_ttest_baseline	0.189214401724527	0.132743362831858	0.682539682539683	0.825537294563843	Binary aquatic-dependence model (AUC = 0.826)	#d95f0e	0.826	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_ROC_points.tsv
binary_aquatic_dependence_nested_ttest_baseline	0.183736424049274	0.13716814159292	0.682539682539683	0.825537294563843	Binary aquatic-dependence model (AUC = 0.826)	#d95f0e	0.826	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_ROC_points.tsv
binary_aquatic_dependence_nested_ttest_baseline	0.183366734845797	0.141592920353982	0.682539682539683	0.825537294563843	Binary aquatic-dependence model (AUC = 0.826)	#d95f0e	0.826	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_ROC_points.tsv
binary_aquatic_dependence_nested_ttest_baseline	0.1789541282525	0.141592920353982	0.698412698412698	0.825537294563843	Binary aquatic-dependence model (AUC = 0.826)	#d95f0e	0.826	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_ROC_points.tsv
binary_aquatic_dependence_nested_ttest_baseline	0.178565787757366	0.146017699115044	0.698412698412698	0.825537294563843	Binary aquatic-dependence model (AUC = 0.826)	#d95f0e	0.826	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_ROC_points.tsv
binary_aquatic_dependence_nested_ttest_baseline	0.176128205285967	0.146017699115044	0.714285714285714	0.825537294563843	Binary aquatic-dependence model (AUC = 0.826)	#d95f0e	0.826	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_ROC_points.tsv
binary_aquatic_dependence_nested_ttest_baseline	0.172004034135417	0.150442477876106	0.714285714285714	0.825537294563843	Binary aquatic-dependence model (AUC = 0.826)	#d95f0e	0.826	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_ROC_points.tsv
binary_aquatic_dependence_nested_ttest_baseline	0.168137100763267	0.154867256637168	0.714285714285714	0.825537294563843	Binary aquatic-dependence model (AUC = 0.826)	#d95f0e	0.826	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_ROC_points.tsv
binary_aquatic_dependence_nested_ttest_baseline	0.167841931083471	0.15929203539823	0.714285714285714	0.825537294563843	Binary aquatic-dependence model (AUC = 0.826)	#d95f0e	0.826	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_ROC_points.tsv
binary_aquatic_dependence_nested_ttest_baseline	0.163760359767897	0.15929203539823	0.73015873015873	0.825537294563843	Binary aquatic-dependence model (AUC = 0.826)	#d95f0e	0.826	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_ROC_points.tsv
