species	genus	model	trait_category	marine_binary	binary_aquatic_endpoint	aquaticity_score	held_out_genus	corrected_globalFDR_OOF_prediction	nested_ttest_OOF_prediction	prediction_delta	nested_OOF_available	exclusion_reason	fold_n_candidate_features_FDR	fold_n_features_after_preprocessing	fold_n_selected_predictors	fold_model_status	panel	plot_color	source_file
Lama_guanicoe_cacsilensis	Lama	marine_binary_nested_ttest_baseline	terrestrial	0	0	0	Lama	0.000195146438173195	0.000848578542925015	0.00065343210475182	TRUE		1579	1579	68	fit_nonzero_predictors	Marine model	#bdbdbd	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Lemur_catta	Lemur	marine_binary_nested_ttest_baseline	terrestrial	0	0	0	Lemur	0.026026674863588	0.0236098477494323	-0.00241682711415567	TRUE		1566	1566	80	fit_nonzero_predictors	Marine model	#bdbdbd	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Leptonychotes_weddellii	Leptonychotes	marine_binary_nested_ttest_baseline	marine	1	1	15	Leptonychotes	0.536405678953609	0.651824739237026	0.115419060283417	TRUE		1587	1587	71	fit_nonzero_predictors	Marine model	#2c7fb8	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Leptonycteris_yerbabuenae	Leptonycteris	marine_binary_nested_ttest_baseline	terrestrial	0	0	0	Leptonycteris	0.00724609224037329	0.00773564755099482	0.00048955531062153	TRUE		1556	1556	68	fit_nonzero_predictors	Marine model	#bdbdbd	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Lepus_timidus	Lepus	marine_binary_nested_ttest_baseline	terrestrial	0	0	0	Lepus	0.0138567435785452	0.013863744110776	7.00053223076473e-06	TRUE		1556	1556	68	fit_nonzero_predictors	Marine model	#bdbdbd	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Lipotes_vexillifer	Lipotes	marine_binary_nested_ttest_baseline	marine	1	1	18	Lipotes	0.63449908945711	0.659385699444089	0.0248866099869794	TRUE		1543	1543	74	fit_nonzero_predictors	Marine model	#2c7fb8	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Litocranius_walleri	Litocranius	marine_binary_nested_ttest_baseline	terrestrial	0	0	0	Litocranius	0.00155070452537514	0.00192213871071416	0.000371434185339017	TRUE		1569	1569	65	fit_nonzero_predictors	Marine model	#bdbdbd	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Lontra_canadensis	Lontra	marine_binary_nested_ttest_baseline	non-marine aquatic	0	1	10	Lontra	0.0280213360392088	0.0252440047786939	-0.00277733126051492	TRUE		1554	1554	75	fit_nonzero_predictors	Marine model	#d95f0e	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Loxodonta_africana	Loxodonta	marine_binary_nested_ttest_baseline	semi-aquatic	0		2	Loxodonta	5.3718489604437e-05	0.00027191233188696	0.000218193842282523	TRUE		1564	1564	72	fit_nonzero_predictors	Marine model	#f1a340	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Lutra_lutra	Lutra	marine_binary_nested_ttest_baseline	non-marine aquatic	0	1	10	Lutra	0.0318324808590119	0.0319146921890676	8.22113300556621e-05	TRUE		1567	1567	67	fit_nonzero_predictors	Marine model	#d95f0e	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Lycaon_pictus	Lycaon	marine_binary_nested_ttest_baseline	terrestrial	0	0	0	Lycaon	7.69543806716634e-05	7.49974578348192e-05	-1.95692283684422e-06	TRUE		1568	1568	77	fit_nonzero_predictors	Marine model	#bdbdbd	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Lynx_canadensis	Lynx	marine_binary_nested_ttest_baseline	terrestrial	0	0	0	Lynx	0.0646695552522047	0.063396022354715	-0.00127353289748973	TRUE		1576	1576	72	fit_nonzero_predictors	Marine model	#bdbdbd	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Lynx_pardinus	Lynx	marine_binary_nested_ttest_baseline	terrestrial	0	0	0	Lynx	0.00048660927318947	0.00102647007805672	0.000539860804867251	TRUE		1576	1576	72	fit_nonzero_predictors	Marine model	#bdbdbd	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Macaca_mulatta	Macaca	marine_binary_nested_ttest_baseline	terrestrial	0	0	0	Macaca	0.000513654906229618	0.000565712526144092	5.20576199144745e-05	TRUE		1568	1568	71	fit_nonzero_predictors	Marine model	#bdbdbd	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Macroglossus_sobrinus	Macroglossus	marine_binary_nested_ttest_baseline	terrestrial	0	0	0	Macroglossus	0.00718674941225815	0.0110197351956957	0.0038329857834376	TRUE		1562	1562	68	fit_nonzero_predictors	Marine model	#bdbdbd	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Macrotus_californicus	Macrotus	marine_binary_nested_ttest_baseline	terrestrial	0	0	0	Macrotus	0.000794793828286499	0.000669747122991837	-0.000125046705294662	TRUE		1554	1554	74	fit_nonzero_predictors	Marine model	#bdbdbd	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Mandrillus_sphinx	Mandrillus	marine_binary_nested_ttest_baseline	terrestrial	0	0	0	Mandrillus	0.0110917648954146	0.0191379306933663	0.00804616579795168	TRUE		1570	1570	68	fit_nonzero_predictors	Marine model	#bdbdbd	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Manis_javanica	Manis	marine_binary_nested_ttest_baseline	terrestrial	0	0	0	Manis	0.134558262343124	0.157465643046818	0.0229073807036944	TRUE		1573	1573	72	fit_nonzero_predictors	Marine model	#bdbdbd	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Manis_pentadactyla	Manis	marine_binary_nested_ttest_baseline	terrestrial	0	0	0	Manis	0.0125688911698948	0.016285259383739	0.00371636821384424	TRUE		1573	1573	72	fit_nonzero_predictors	Marine model	#bdbdbd	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Manis_tricuspis	Manis	marine_binary_nested_ttest_baseline	terrestrial	0	0	0	Manis	0.0345930042017781	0.0500920332092715	0.0154990290074934	TRUE		1573	1573	72	fit_nonzero_predictors	Marine model	#bdbdbd	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Marmota_monax	Marmota	marine_binary_nested_ttest_baseline	terrestrial	0	0	0	Marmota	0.000471818222103234	0.00178450187226502	0.00131268365016179	TRUE		1558	1558	69	fit_nonzero_predictors	Marine model	#bdbdbd	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Martes_zibellina	Martes	marine_binary_nested_ttest_baseline	terrestrial	0	0	0	Martes	0.00712837172692169	0.00758740539605967	0.000459033669137985	TRUE		1554	1554	72	fit_nonzero_predictors	Marine model	#bdbdbd	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Mastomys_coucha	Mastomys	marine_binary_nested_ttest_baseline	terrestrial	0	0	0	Mastomys	0.000437200046580715	0.000341081576989271	-9.61184695914437e-05	TRUE		1563	1563	74	fit_nonzero_predictors	Marine model	#bdbdbd	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Megaderma_lyra	Megaderma	marine_binary_nested_ttest_baseline	terrestrial	0	0	0	Megaderma	0.00341920759839679	0.00628676850418664	0.00286756090578985	TRUE		1561	1561	67	fit_nonzero_predictors	Marine model	#bdbdbd	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Megaptera_novaeangliae	Megaptera	marine_binary_nested_ttest_baseline	marine	1	1	18	Megaptera	0.999488748496836	0.999288093337698	-0.000200655159138141	TRUE		1554	1554	74	fit_nonzero_predictors	Marine model	#2c7fb8	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Mellivora_capensis	Mellivora	marine_binary_nested_ttest_baseline	terrestrial	0	0	0	Mellivora	0.00265656585746095	0.00224659077545784	-0.000409975082003106	TRUE		1555	1555	72	fit_nonzero_predictors	Marine model	#bdbdbd	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Meriones_unguiculatus	Meriones	marine_binary_nested_ttest_baseline	terrestrial	0	0	0	Meriones	0.000741738473002159	0.000575941867801186	-0.000165796605200973	TRUE		1554	1554	72	fit_nonzero_predictors	Marine model	#bdbdbd	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Mesocricetus_auratus	Mesocricetus	marine_binary_nested_ttest_baseline	terrestrial	0	0	0	Mesocricetus	0.00178744155587606	0.0037354845358625	0.00194804297998644	TRUE		1563	1563	69	fit_nonzero_predictors	Marine model	#bdbdbd	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Mesoplodon_bidens	Mesoplodon	marine_binary_nested_ttest_baseline	marine	1	1	18	Mesoplodon	0.426906502499079	0.329392686743041	-0.0975138157560376	TRUE		1529	1529	68	fit_nonzero_predictors	Marine model	#2c7fb8	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Mesoplodon_densirostris	Mesoplodon	marine_binary_nested_ttest_baseline	marine	1	1	18	Mesoplodon	0.187644087077604	0.392028523915865	0.204384436838261	TRUE		1529	1529	68	fit_nonzero_predictors	Marine model	#2c7fb8	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Mesoplodon_europaeus	Mesoplodon	marine_binary_nested_ttest_baseline	marine	1	1	18	Mesoplodon	0.918452171161466	0.951968500301458	0.0335163291399918	TRUE		1529	1529	68	fit_nonzero_predictors	Marine model	#2c7fb8	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Mesoplodon_stejnegeri	Mesoplodon	marine_binary_nested_ttest_baseline	marine	1	1	18	Mesoplodon	0.522085918938124	0.380115873187475	-0.141970045750649	TRUE		1529	1529	68	fit_nonzero_predictors	Marine model	#2c7fb8	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Microcebus_murinus	Microcebus	marine_binary_nested_ttest_baseline	terrestrial	0	0	0	Microcebus	0.00918162758379562	0.00912261412312039	-5.9013460675229e-05	TRUE		1561	1561	70	fit_nonzero_predictors	Marine model	#bdbdbd	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Microtus_agrestis	Microtus	marine_binary_nested_ttest_baseline	terrestrial	0	0	0	Microtus	0.00139793005006298	0.00337379660598796	0.00197586655592498	TRUE		1560	1560	69	fit_nonzero_predictors	Marine model	#bdbdbd	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Miniopterus_schreibersii	Miniopterus	marine_binary_nested_ttest_baseline	terrestrial	0	0	0	Miniopterus	0.00330586779374591	0.0032681694158151	-3.76983779308117e-05	TRUE		1558	1558	72	fit_nonzero_predictors	Marine model	#bdbdbd	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Mirounga_angustirostris	Mirounga	marine_binary_nested_ttest_baseline	marine	1	1	15	Mirounga	0.183752309363709	0.161570968501631	-0.0221813408620785	TRUE		1569	1569	74	fit_nonzero_predictors	Marine model	#2c7fb8	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Mirounga_leonina	Mirounga	marine_binary_nested_ttest_baseline	marine	1	1	15	Mirounga	0.174184095533993	0.0674395632224598	-0.106744532311533	TRUE		1569	1569	74	fit_nonzero_predictors	Marine model	#2c7fb8	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Mirza_coquereli	Mirza	marine_binary_nested_ttest_baseline	terrestrial	0	0	0	Mirza	0.00784928567239895	0.00355852938170655	-0.0042907562906924	TRUE		1562	1562	74	fit_nonzero_predictors	Marine model	#bdbdbd	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Molossus_molossus	Molossus	marine_binary_nested_ttest_baseline	terrestrial	0	0	0	Molossus	0.00384210844442629	0.00817050240098591	0.00432839395655962	TRUE		1560	1560	69	fit_nonzero_predictors	Marine model	#bdbdbd	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Monodon_monoceros	Monodon	marine_binary_nested_ttest_baseline	marine	1	1	18	Monodon	0.86270057963668	0.989549056168329	0.126848476531649	TRUE		1550	1550	77	fit_nonzero_predictors	Marine model	#2c7fb8	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Mormoops_blainvillei	Mormoops	marine_binary_nested_ttest_baseline	terrestrial	0	0	0	Mormoops	0.0124534297711075	0.013079603289911	0.000626173518803544	TRUE		1555	1555	66	fit_nonzero_predictors	Marine model	#bdbdbd	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Moschus_berezovskii	Moschus	marine_binary_nested_ttest_baseline	terrestrial	0	0	0	Moschus	0.000840048291282459	0.00213727141556311	0.00129722312428065	TRUE		1573	1573	78	fit_nonzero_predictors	Marine model	#bdbdbd	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Moschus_moschiferus	Moschus	marine_binary_nested_ttest_baseline	terrestrial	0	0	0	Moschus	0.0962771244863891	0.087695540006159	-0.00858158448023012	TRUE		1573	1573	78	fit_nonzero_predictors	Marine model	#bdbdbd	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Mungos_mungo	Mungos	marine_binary_nested_ttest_baseline	terrestrial	0	0	0	Mungos	0.000682879745741311	0.000681518569386703	-1.3611763546084e-06	TRUE		1552	1552	71	fit_nonzero_predictors	Marine model	#bdbdbd	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Muntiacus_crinifrons	Muntiacus	marine_binary_nested_ttest_baseline	terrestrial	0	0	0	Muntiacus	0.0266454536902694	0.0265660276156771	-7.94260745922946e-05	TRUE		1583	1583	63	fit_nonzero_predictors	Marine model	#bdbdbd	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Muntiacus_muntjak	Muntiacus	marine_binary_nested_ttest_baseline	terrestrial	0	0	0	Muntiacus	0.00889716706091056	0.00891457400166171	1.74069407511534e-05	TRUE		1583	1583	63	fit_nonzero_predictors	Marine model	#bdbdbd	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Muntiacus_reevesi	Muntiacus	marine_binary_nested_ttest_baseline	terrestrial	0	0	0	Muntiacus	0.000170196097123586	0.000169899003205196	-2.97093918389925e-07	TRUE		1583	1583	63	fit_nonzero_predictors	Marine model	#bdbdbd	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Mus_caroli	Mus	marine_binary_nested_ttest_baseline	terrestrial	0	0	0	Mus	0.000418875103061194	0.000341188311123451	-7.76867919377435e-05	TRUE		1558	1558	72	fit_nonzero_predictors	Marine model	#bdbdbd	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Muscardinus_avellanarius	Muscardinus	marine_binary_nested_ttest_baseline	terrestrial	0	0	0	Muscardinus	0.00226623466765794	0.00519419650009304	0.0029279618324351	TRUE		1559	1559	66	fit_nonzero_predictors	Marine model	#bdbdbd	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Mustela_erminea	Mustela	marine_binary_nested_ttest_baseline	terrestrial	0	0	0	Mustela	0.025077273580611	0.0250036434067268	-7.36301738841899e-05	TRUE		1558	1558	63	fit_nonzero_predictors	Marine model	#bdbdbd	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Mustela_putorius_furo	Mustela	marine_binary_nested_ttest_baseline	terrestrial	0	0	0	Mustela	0.00396933906579792	0.00395460824167176	-1.47308241261641e-05	TRUE		1558	1558	63	fit_nonzero_predictors	Marine model	#bdbdbd	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Myocastor_coypus	Myocastor	marine_binary_nested_ttest_baseline	non-marine aquatic	0	1	8	Myocastor	0.000993127206028307	0.0010502794418715	5.71522358431937e-05	TRUE		1560	1560	72	fit_nonzero_predictors	Marine model	#d95f0e	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Myodes_glareolus	Myodes	marine_binary_nested_ttest_baseline	terrestrial	0	0	0	Myodes	0.00528687152805298	0.00864658936178895	0.00335971783373597	TRUE		1559	1559	69	fit_nonzero_predictors	Marine model	#bdbdbd	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Myotis_myotis	Myotis	marine_binary_nested_ttest_baseline	terrestrial	0	0	0	Myotis	0.00126937840129679	0.001343309028675	7.39306273782072e-05	TRUE		1560	1560	68	fit_nonzero_predictors	Marine model	#bdbdbd	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Myrmecophaga_tridactyla	Myrmecophaga	marine_binary_nested_ttest_baseline	terrestrial	0	0	0	Myrmecophaga	0.00267365085749741	0.00269947299656236	2.58221390649466e-05	TRUE		1555	1555	74	fit_nonzero_predictors	Marine model	#bdbdbd	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Nanger_granti	Nanger	marine_binary_nested_ttest_baseline	terrestrial	0	0	0	Nanger	0.0206411494990984	0.0233035719209409	0.00266242242184246	TRUE		1565	1565	67	fit_nonzero_predictors	Marine model	#bdbdbd	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Nannospalax_galili	Nannospalax	marine_binary_nested_ttest_baseline	terrestrial	0	0	0	Nannospalax	0.00157278426535057	0.00338158918982876	0.00180880492447819	TRUE		1562	1562	67	fit_nonzero_predictors	Marine model	#bdbdbd	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Nasua_narica	Nasua	marine_binary_nested_ttest_baseline	terrestrial	0	0	0	Nasua	0.0120634532875191	0.0120686092795927	5.15599207361744e-06	TRUE		1556	1556	68	fit_nonzero_predictors	Marine model	#bdbdbd	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Neofelis_nebulosa	Neofelis	marine_binary_nested_ttest_baseline	terrestrial	0	0	0	Neofelis	0.0740749258149925	0.0736742621879608	-0.000400663627031686	TRUE		1557	1557	72	fit_nonzero_predictors	Marine model	#bdbdbd	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Neomonachus_schauinslandi	Neomonachus	marine_binary_nested_ttest_baseline	marine	1	1	15	Neomonachus	0.780266442459094	0.719782517637982	-0.0604839248211118	TRUE		1558	1558	67	fit_nonzero_predictors	Marine model	#2c7fb8	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Neophocaena_asiaeorientalis_asiaeorientalis	Neophocaena	marine_binary_nested_ttest_baseline	marine	1	1	18	Neophocaena	0.768104556409152	0.665709697287194	-0.102394859121958	TRUE		1540	1540	75	fit_nonzero_predictors	Marine model	#2c7fb8	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Neovison_vison	Neovison	marine_binary_nested_ttest_baseline	non-marine aquatic	0	1	9	Neovison	0.0065245134184454	0.0065113631662789	-1.31502521665047e-05	TRUE		1558	1558	68	fit_nonzero_predictors	Marine model	#d95f0e	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Noctilio_leporinus	Noctilio	marine_binary_nested_ttest_baseline	terrestrial	0	0	0	Noctilio	0.00169589487340998	0.00362656033362938	0.0019306654602194	TRUE		1561	1561	69	fit_nonzero_predictors	Marine model	#bdbdbd	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Nomascus_leucogenys	Nomascus	marine_binary_nested_ttest_baseline	terrestrial	0	0	0	Nomascus	0.0275457427069559	0.0275926818037096	4.6939096753712e-05	TRUE		1568	1568	71	fit_nonzero_predictors	Marine model	#bdbdbd	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Nycticebus_coucang	Nycticebus	marine_binary_nested_ttest_baseline	terrestrial	0	0	0	Nycticebus	0.00395463810754395	0.00843223735403015	0.0044775992464862	TRUE		1564	1564	66	fit_nonzero_predictors	Marine model	#bdbdbd	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Ochotona_princeps	Ochotona	marine_binary_nested_ttest_baseline	terrestrial	0	0	0	Ochotona	0.0274172262375052	0.0274043897526176	-1.28364848876392e-05	TRUE		1558	1558	66	fit_nonzero_predictors	Marine model	#bdbdbd	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Octodon_degus	Octodon	marine_binary_nested_ttest_baseline	terrestrial	0	0	0	Octodon	0.00149750995089475	0.00148591882271588	-1.1591128178866e-05	TRUE		1563	1563	71	fit_nonzero_predictors	Marine model	#bdbdbd	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Odobenus_rosmarus_divergens	Odobenus	marine_binary_nested_ttest_baseline	marine	1	1	14	Odobenus	0.657087555813338	0.535380707964803	-0.121706847848535	TRUE		1574	1574	76	fit_nonzero_predictors	Marine model	#2c7fb8	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Odocoileus_hemionus_hemionus	Odocoileus	marine_binary_nested_ttest_baseline	terrestrial	0	0	0	Odocoileus	0.0489953332649281	0.0491225824251631	0.000127249160235023	TRUE		1572	1572	68	fit_nonzero_predictors	Marine model	#bdbdbd	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Odocoileus_virginianus	Odocoileus	marine_binary_nested_ttest_baseline	terrestrial	0	0	0	Odocoileus	0.0213783846557976	0.0213834494596723	5.06480387465341e-06	TRUE		1572	1572	68	fit_nonzero_predictors	Marine model	#bdbdbd	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
