species	genus	model	trait_category	marine_binary	binary_aquatic_endpoint	aquaticity_score	held_out_genus	corrected_globalFDR_OOF_prediction	nested_ttest_OOF_prediction	prediction_delta	nested_OOF_available	exclusion_reason	fold_n_candidate_features_FDR	fold_n_features_after_preprocessing	fold_n_selected_predictors	fold_model_status	panel	plot_color	source_file
Octodon_degus	Octodon	binary_aquatic_dependence_nested_ttest_baseline	terrestrial	0	0	0	Octodon	0.168107535136563	0.168137100763267	2.95656267043365e-05	TRUE		1221	1221	99	fit_nonzero_predictors	Binary aquatic-dependence model	#bdbdbd	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Odobenus_rosmarus_divergens	Odobenus	binary_aquatic_dependence_nested_ttest_baseline	marine	1	1	14	Odobenus	0.822742475284567	0.437213756287889	-0.385528718996678	TRUE		1234	1234	63	fit_nonzero_predictors	Binary aquatic-dependence model	#2c7fb8	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Odocoileus_hemionus_hemionus	Odocoileus	binary_aquatic_dependence_nested_ttest_baseline	terrestrial	0	0	0	Odocoileus	0.0231016970271067	0.0726216778917325	0.0495199808646258	TRUE		1248	1248	69	fit_nonzero_predictors	Binary aquatic-dependence model	#bdbdbd	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Odocoileus_virginianus	Odocoileus	binary_aquatic_dependence_nested_ttest_baseline	terrestrial	0	0	0	Odocoileus	0.0364511605406686	0.071381707671535	0.0349305471308664	TRUE		1248	1248	69	fit_nonzero_predictors	Binary aquatic-dependence model	#bdbdbd	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Okapia_johnstoni	Okapia	binary_aquatic_dependence_nested_ttest_baseline	terrestrial	0	0	0	Okapia	0.124448004773897	0.125297944666975	0.000849939893078161	TRUE		1221	1221	99	fit_nonzero_predictors	Binary aquatic-dependence model	#bdbdbd	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Ondatra_zibethicus	Ondatra	binary_aquatic_dependence_nested_ttest_baseline	non-marine aquatic	0	1	10	Ondatra	0.0325786278555164	0.00122378393789624	-0.0313548439176202	TRUE		1251	1251	68	fit_nonzero_predictors	Binary aquatic-dependence model	#d95f0e	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Onychomys_torridus	Onychomys	binary_aquatic_dependence_nested_ttest_baseline	terrestrial	0	0	0	Onychomys	0.0217776754576546	0.0201743032365267	-0.00160337222112786	TRUE		1208	1208	87	fit_nonzero_predictors	Binary aquatic-dependence model	#bdbdbd	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Orcinus_orca	Orcinus	binary_aquatic_dependence_nested_ttest_baseline	marine	1	1	18	Orcinus	0.811565353939193	0.666382890887064	-0.145182463052129	TRUE		1198	1198	67	fit_nonzero_predictors	Binary aquatic-dependence model	#2c7fb8	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Oreamnos_americanus	Oreamnos	binary_aquatic_dependence_nested_ttest_baseline	terrestrial	0	0	0	Oreamnos	0.0349135033536676	0.0349537893481039	4.02859944363052e-05	TRUE		1217	1217	102	fit_nonzero_predictors	Binary aquatic-dependence model	#bdbdbd	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Oreotragus_oreotragus	Oreotragus	binary_aquatic_dependence_nested_ttest_baseline	terrestrial	0	0	0	Oreotragus	0.00606591702003817	0.00632078657164233	0.000254869551604161	TRUE		1219	1219	100	fit_nonzero_predictors	Binary aquatic-dependence model	#bdbdbd	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Orycteropus_afer_afer	Orycteropus	binary_aquatic_dependence_nested_ttest_baseline	terrestrial	0	0	0	Orycteropus	0.031675187731259	0.0417545375360652	0.0100793498048062	TRUE		1215	1215	87	fit_nonzero_predictors	Binary aquatic-dependence model	#bdbdbd	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Oryctolagus_cuniculus_cuniculus	Oryctolagus	binary_aquatic_dependence_nested_ttest_baseline	terrestrial	0	0	0	Oryctolagus	0.00382775364044773	0.00380676636279459	-2.09872776531375e-05	TRUE		1215	1215	102	fit_nonzero_predictors	Binary aquatic-dependence model	#bdbdbd	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Oryx_dammah	Oryx	binary_aquatic_dependence_nested_ttest_baseline	terrestrial	0	0	0	Oryx	0.623395734874267	0.626842374713249	0.00344663983898208	TRUE		1243	1243	98	fit_nonzero_predictors	Binary aquatic-dependence model	#bdbdbd	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Oryx_gazella	Oryx	binary_aquatic_dependence_nested_ttest_baseline	terrestrial	0	0	0	Oryx	4.07390889504984e-06	4.30236378831006e-06	2.28454893260225e-07	TRUE		1243	1243	98	fit_nonzero_predictors	Binary aquatic-dependence model	#bdbdbd	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Otolemur_garnettii	Otolemur	binary_aquatic_dependence_nested_ttest_baseline	terrestrial	0	0	0	Otolemur	0.00822770633229787	0.0415419337714236	0.0333142274391258	TRUE		1213	1213	88	fit_nonzero_predictors	Binary aquatic-dependence model	#bdbdbd	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Ovis_canadensis	Ovis	binary_aquatic_dependence_nested_ttest_baseline	terrestrial	0	0	0	Ovis	0.0148300836220169	0.183736424049274	0.168906340427257	TRUE		1260	1260	60	fit_nonzero_predictors	Binary aquatic-dependence model	#bdbdbd	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Ovis_nivicola_lydekkeri	Ovis	binary_aquatic_dependence_nested_ttest_baseline	terrestrial	0	0	0	Ovis	0.000211847084206891	0.033504604102288	0.0332927570180811	TRUE		1260	1260	60	fit_nonzero_predictors	Binary aquatic-dependence model	#bdbdbd	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Ovis_orientalis	Ovis	binary_aquatic_dependence_nested_ttest_baseline	terrestrial	0	0	0	Ovis	0.610861369977026	0.156993479184181	-0.453867890792845	TRUE		1260	1260	60	fit_nonzero_predictors	Binary aquatic-dependence model	#bdbdbd	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Pachyuromys_duprasi	Pachyuromys	binary_aquatic_dependence_nested_ttest_baseline	terrestrial	0	0	0	Pachyuromys	0.0258437219930633	0.0442009210237815	0.0183571990307182	TRUE		1220	1220	88	fit_nonzero_predictors	Binary aquatic-dependence model	#bdbdbd	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Pan_troglodytes	Pan	binary_aquatic_dependence_nested_ttest_baseline	terrestrial	0	0	0	Pan	1.6740904627079e-05	1.28377898155581e-05	-3.90311481152093e-06	TRUE		1231	1231	104	fit_nonzero_predictors	Binary aquatic-dependence model	#bdbdbd	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Panthera_leo	Panthera	binary_aquatic_dependence_nested_ttest_baseline	terrestrial	0	0	0	Panthera	0.670544375293936	0.669928300431716	-0.000616074862219818	TRUE		1276	1276	74	fit_nonzero_predictors	Binary aquatic-dependence model	#bdbdbd	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Panthera_onca	Panthera	binary_aquatic_dependence_nested_ttest_baseline	terrestrial	0	0	0	Panthera	0.802453058543376	0.802181520135334	-0.000271538408041949	TRUE		1276	1276	74	fit_nonzero_predictors	Binary aquatic-dependence model	#bdbdbd	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Panthera_pardus	Panthera	binary_aquatic_dependence_nested_ttest_baseline	terrestrial	0	0	0	Panthera	0.199531770280662	0.199096135208372	-0.000435635072289886	TRUE		1276	1276	74	fit_nonzero_predictors	Binary aquatic-dependence model	#bdbdbd	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Panthera_uncia	Panthera	binary_aquatic_dependence_nested_ttest_baseline	terrestrial	0	0	0	Panthera	0.196013404400589	0.195817797879329	-0.000195606521259856	TRUE		1276	1276	74	fit_nonzero_predictors	Binary aquatic-dependence model	#bdbdbd	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Papio_anubis	Papio	binary_aquatic_dependence_nested_ttest_baseline	terrestrial	0	0	0	Papio	0.0668496551607134	0.066345242468347	-0.00050441269236641	TRUE		1232	1232	98	fit_nonzero_predictors	Binary aquatic-dependence model	#bdbdbd	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Paradoxurus_hermaphroditus	Paradoxurus	binary_aquatic_dependence_nested_ttest_baseline	terrestrial	0	0	0	Paradoxurus	0.00257439700213938	0.0025655335017342	-8.86350040517998e-06	TRUE		1218	1218	104	fit_nonzero_predictors	Binary aquatic-dependence model	#bdbdbd	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Pedetes_capensis	Pedetes	binary_aquatic_dependence_nested_ttest_baseline	terrestrial	0	0	0	Pedetes	0.0652575745794365	0.0652521498279773	-5.42475145921817e-06	TRUE		1220	1220	90	fit_nonzero_predictors	Binary aquatic-dependence model	#bdbdbd	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Peponocephala_electra	Peponocephala	binary_aquatic_dependence_nested_ttest_baseline	marine	1	1	18	Peponocephala	0.992147090184173	0.966317204412148	-0.0258298857720249	TRUE		1232	1232	64	fit_nonzero_predictors	Binary aquatic-dependence model	#2c7fb8	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Peromyscus_californicus_insignis	Peromyscus	binary_aquatic_dependence_nested_ttest_baseline	terrestrial	0	0	0	Peromyscus	0.00141217149115609	0.00141761278725763	5.4412961015373e-06	TRUE		1218	1218	100	fit_nonzero_predictors	Binary aquatic-dependence model	#bdbdbd	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Petromus_typicus	Petromus	binary_aquatic_dependence_nested_ttest_baseline	terrestrial	0	0	0	Petromus	0.025469492169063	0.0254488280953948	-2.06640736681862e-05	TRUE		1218	1218	100	fit_nonzero_predictors	Binary aquatic-dependence model	#bdbdbd	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Phataginus_tricuspis	Phataginus	binary_aquatic_dependence_nested_ttest_baseline	terrestrial	0	0	0	Phataginus	0.396305678486931	0.407356512302372	0.0110508338154413	TRUE		1238	1238	86	fit_nonzero_predictors	Binary aquatic-dependence model	#bdbdbd	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Phoca_largha	Phoca	binary_aquatic_dependence_nested_ttest_baseline	marine	1	1	15	Phoca	0.99664412483693	0.680625342264015	-0.316018782572915	TRUE		1170	1170	86	fit_nonzero_predictors	Binary aquatic-dependence model	#2c7fb8	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Phoca_vitulina	Phoca	binary_aquatic_dependence_nested_ttest_baseline	marine	1	1	15	Phoca	0.29909213066744	0.115160126536028	-0.183932004131412	TRUE		1170	1170	86	fit_nonzero_predictors	Binary aquatic-dependence model	#2c7fb8	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Phocoena_phocoena	Phocoena	binary_aquatic_dependence_nested_ttest_baseline	marine	1	1	18	Phocoena	0.999928288220567	0.990259099135159	-0.00966918908540837	TRUE		1212	1212	82	fit_nonzero_predictors	Binary aquatic-dependence model	#2c7fb8	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Phocoena_sinus	Phocoena	binary_aquatic_dependence_nested_ttest_baseline	marine	1	1	18	Phocoena	0.00165966438340993	0.0030646161043921	0.00140495172098217	TRUE		1212	1212	82	fit_nonzero_predictors	Binary aquatic-dependence model	#2c7fb8	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Phyllostomus_discolor	Phyllostomus	binary_aquatic_dependence_nested_ttest_baseline	terrestrial	0	0	0	Phyllostomus	0.000260831436742367	0.002243719451478	0.00198288801473564	TRUE		1214	1214	87	fit_nonzero_predictors	Binary aquatic-dependence model	#bdbdbd	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Physeter_catodon	Physeter	binary_aquatic_dependence_nested_ttest_baseline	marine	1	1	18	Physeter	0.994412637661473	0.992212176959376	-0.00220046070209678	TRUE		1202	1202	101	fit_nonzero_predictors	Binary aquatic-dependence model	#2c7fb8	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Piliocolobus_tephrosceles	Piliocolobus	binary_aquatic_dependence_nested_ttest_baseline	terrestrial	0	0	0	Piliocolobus	0.000910160429405444	0.00094192893102931	3.17685016238664e-05	TRUE		1225	1225	100	fit_nonzero_predictors	Binary aquatic-dependence model	#bdbdbd	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Pipistrellus_kuhlii	Pipistrellus	binary_aquatic_dependence_nested_ttest_baseline	terrestrial	0	0	0	Pipistrellus	0.161418242706702	0.161319940878012	-9.83018286896675e-05	TRUE		1222	1222	91	fit_nonzero_predictors	Binary aquatic-dependence model	#bdbdbd	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Pithecia_pithecia	Pithecia	binary_aquatic_dependence_nested_ttest_baseline	terrestrial	0	0	0	Pithecia	0.00832491435637387	0.00836195266592924	3.70383095553654e-05	TRUE		1225	1225	101	fit_nonzero_predictors	Binary aquatic-dependence model	#bdbdbd	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Platanista_minor	Platanista	binary_aquatic_dependence_nested_ttest_baseline	marine	1	1	18	Platanista	0.975434487907625	0.846037012202465	-0.12939747570516	TRUE		1210	1210	62	fit_nonzero_predictors	Binary aquatic-dependence model	#2c7fb8	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Plecturocebus_donacophilus	Plecturocebus	binary_aquatic_dependence_nested_ttest_baseline	terrestrial	0	0	0	Plecturocebus	0.0156263948374259	0.0199372006449835	0.00431080580755761	TRUE		1227	1227	88	fit_nonzero_predictors	Binary aquatic-dependence model	#bdbdbd	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Pongo_abelii	Pongo	binary_aquatic_dependence_nested_ttest_baseline	terrestrial	0	0	0	Pongo	0.153219322036309	0.158778520840383	0.00555919880407443	TRUE		1225	1225	65	fit_nonzero_predictors	Binary aquatic-dependence model	#bdbdbd	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Potos_flavus	Potos	binary_aquatic_dependence_nested_ttest_baseline	terrestrial	0	0	0	Potos	0.00485237322838164	0.0193169545878687	0.014464581359487	TRUE		1222	1222	88	fit_nonzero_predictors	Binary aquatic-dependence model	#bdbdbd	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Prionailurus_bengalensis_euptilurus	Prionailurus	binary_aquatic_dependence_nested_ttest_baseline	terrestrial	0	0	0	Prionailurus	0.210723270399813	0.241376904987381	0.030653634587568	TRUE		1232	1232	87	fit_nonzero_predictors	Binary aquatic-dependence model	#bdbdbd	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Procapra_przewalskii	Procapra	binary_aquatic_dependence_nested_ttest_baseline	terrestrial	0	0	0	Procapra	0.00091781161661962	0.00936576582214188	0.00844795420552226	TRUE		1219	1219	87	fit_nonzero_predictors	Binary aquatic-dependence model	#bdbdbd	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Procavia_capensis	Procavia	binary_aquatic_dependence_nested_ttest_baseline	terrestrial	0	0	0	Procavia	0.00363196796362467	0.00967499137811217	0.0060430234144875	TRUE		1227	1227	89	fit_nonzero_predictors	Binary aquatic-dependence model	#bdbdbd	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Procyon_lotor	Procyon	binary_aquatic_dependence_nested_ttest_baseline	terrestrial	0	0	0	Procyon	0.0549940895126612	0.271281851466296	0.216287761953635	TRUE		1229	1229	69	fit_nonzero_predictors	Binary aquatic-dependence model	#bdbdbd	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Prolemur_simus	Prolemur	binary_aquatic_dependence_nested_ttest_baseline	terrestrial	0	0	0	Prolemur	0.00967809048900841	0.00977508504907148	9.69945600630736e-05	TRUE		1236	1236	102	fit_nonzero_predictors	Binary aquatic-dependence model	#bdbdbd	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Propithecus_coquereli	Propithecus	binary_aquatic_dependence_nested_ttest_baseline	terrestrial	0	0	0	Propithecus	0.027986492697493	0.0279970489647098	1.05562672168165e-05	TRUE		1223	1223	100	fit_nonzero_predictors	Binary aquatic-dependence model	#bdbdbd	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Przewalskium_albirostris	Przewalskium	binary_aquatic_dependence_nested_ttest_baseline	terrestrial	0	0	0	Przewalskium	0.000149830678388745	0.357467456329283	0.357317625650894	TRUE		1239	1239	66	fit_nonzero_predictors	Binary aquatic-dependence model	#bdbdbd	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Psammomys_obesus	Psammomys	binary_aquatic_dependence_nested_ttest_baseline	terrestrial	0	0	0	Psammomys	0.0124188465144929	0.0123646084651441	-5.42380493488009e-05	TRUE		1219	1219	98	fit_nonzero_predictors	Binary aquatic-dependence model	#bdbdbd	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Pteronura_brasiliensis	Pteronura	binary_aquatic_dependence_nested_ttest_baseline	non-marine aquatic	0	1	12	Pteronura	0.393730133086201	0.1789541282525	-0.214776004833701	TRUE		1219	1219	80	fit_nonzero_predictors	Binary aquatic-dependence model	#d95f0e	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Pteropus_pselaphon	Pteropus	binary_aquatic_dependence_nested_ttest_baseline	terrestrial	0	0	0	Pteropus	0.0291185786925593	0.029116179351732	-2.39934082730403e-06	TRUE		1222	1222	90	fit_nonzero_predictors	Binary aquatic-dependence model	#bdbdbd	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Puma_yagouaroundi	Puma	binary_aquatic_dependence_nested_ttest_baseline	terrestrial	0	0	0	Puma	0.000908844722047128	0.00129153460487246	0.000382689882825329	TRUE		1227	1227	89	fit_nonzero_predictors	Binary aquatic-dependence model	#bdbdbd	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Pygathrix_nemaeus	Pygathrix	binary_aquatic_dependence_nested_ttest_baseline	terrestrial	0	0	0	Pygathrix	1.65492923482405e-09	1.07185306309389e-09	-5.83076171730159e-10	TRUE		1224	1224	102	fit_nonzero_predictors	Binary aquatic-dependence model	#bdbdbd	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Rangifer_tarandus_granti	Rangifer	binary_aquatic_dependence_nested_ttest_baseline	terrestrial	0	0	0	Rangifer	0.00329099757281399	0.00330687861011884	1.58810373048516e-05	TRUE		1221	1221	102	fit_nonzero_predictors	Binary aquatic-dependence model	#bdbdbd	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Rhinoceros_unicornis	Rhinoceros	binary_aquatic_dependence_nested_ttest_baseline	semi-aquatic	0		3	Rhinoceros				FALSE	semi-aquatic aquatic_v2=0.5 excluded from binary aquatic-dependence LASSO/AUC				excluded_no_binary_aquatic_endpoint	Binary aquatic-dependence model	#f1a340	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Rhinolophus_sinicus	Rhinolophus	binary_aquatic_dependence_nested_ttest_baseline	terrestrial	0	0	0	Rhinolophus	0.0134567195410856	0.0695845096848419	0.0561277901437563	TRUE		1221	1221	66	fit_nonzero_predictors	Binary aquatic-dependence model	#bdbdbd	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Rhinopithecus_bieti	Rhinopithecus	binary_aquatic_dependence_nested_ttest_baseline	terrestrial	0	0	0	Rhinopithecus	0.00527854966735393	0.0157316403810105	0.0104530907136566	TRUE		1228	1228	88	fit_nonzero_predictors	Binary aquatic-dependence model	#bdbdbd	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Rhizomys_pruinosus	Rhizomys	binary_aquatic_dependence_nested_ttest_baseline	terrestrial	0	0	0	Rhizomys	0.00637127580974882	0.0193829277035871	0.0130116518938382	TRUE		1223	1223	87	fit_nonzero_predictors	Binary aquatic-dependence model	#bdbdbd	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Rhombomys_opimus	Rhombomys	binary_aquatic_dependence_nested_ttest_baseline	terrestrial	0	0	0	Rhombomys	0.00393115197260508	0.0039474767960214	1.63248234163202e-05	TRUE		1220	1220	103	fit_nonzero_predictors	Binary aquatic-dependence model	#bdbdbd	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
