"target_name","display_label","branch_id","branch_group","model","module","net_contribution","positive_contribution_sum","negative_contribution_sum","absolute_contribution_sum","n_contributing_genes","n_positive_contribution_genes","n_negative_contribution_genes","top_genes_by_abs_contribution"
"Mysticeti","Mysticeti","B544","Cetacean axis","marine","Ion channels / mechanosensation / membrane signaling",0.116334491227415,0.116334491227415,0,0.116334491227415,2,2,0,"CALHM1;KCNK18"
"Mysticeti","Mysticeti","B544","Cetacean axis","marine","Membrane trafficking / ER / vesicle processing",0.372243466790312,0.382255823830634,-0.0100123570403216,0.392268180870955,4,3,1,"ESYT3;ATG2A;APH1B;BAK1"
"Mysticeti","Mysticeti","B544","Cetacean axis","marine","Metabolism / redox / lipid handling",0.375963061560957,0.379003793457237,-0.00304073189628014,0.382044525353518,6,5,1,"PUSL1;PNPLA7;NUBP2;FN3K;DCXR"
"Mysticeti","Mysticeti","B544","Cetacean axis","marine","RNA processing / translation / protein homeostasis",-0.0505319563225706,0.0480159177254021,-0.0985478740479728,0.146563791773375,2,1,1,"RARS1;SF3B3"
"Mysticeti","Mysticeti","B544","Cetacean axis","marine","Sensory systems",-0.00591409874619489,0.248832435024686,-0.254746533770881,0.503578968795566,6,2,4,"OR6B1;OMP;OR52W1;RDH12;STMN4"
"Mysticeti","Mysticeti","B544","Cetacean axis","marine","Transport / endocytic / epithelial solute handling",-0.0613865677285827,0,-0.0613865677285827,0.0613865677285827,2,0,2,"SLC28A1;SLC2A7"
"Mysticeti","Mysticeti","B544","Cetacean axis","marine","Unassigned / low-confidence",0.907791435871212,0.927856838471728,-0.0200654026005163,0.947922241072244,5,4,1,"NKPD1;CTD_3088G3;RTL4;FAM234A;CAPN13"
"Mysticeti","Mysticeti","B544","Cetacean axis","marine","Vascular / hematologic regulation",-0.065590010932122,0.719966448280481,-0.785556459212603,1.50552290749308,7,3,4,"HIGD1B;EPOR;F11;CD34;HGFAC"
"Odontoceti","Odontoceti","B591","Cetacean axis","binary_aquatic_dependence","Cilia / flagella / reproductive-cell function",-0.891579735025835,0.550955921111518,-1.44253565613735,1.99349157724887,6,4,2,"WDR93;SPEF2;CATSPERZ;DEUP1;CATSPERG"
"Odontoceti","Odontoceti","B591","Cetacean axis","binary_aquatic_dependence","Cytoskeletal / muscle / ECM / adhesion",0.365352448577185,0.660303197042748,-0.294950748465563,0.955253945508311,10,7,3,"SYNPO2;CORO2A;SYDE1;SEPTIN5;CLASP2"
"Odontoceti","Odontoceti","B591","Cetacean axis","binary_aquatic_dependence","DNA repair / chromatin / cell-cycle",0.736095954636648,0.958505266446022,-0.222409311809374,1.1809145782554,7,5,2,"ATF7IP2;KIF18A;C1orf112;H1_8;CDC14B"
"Odontoceti","Odontoceti","B591","Cetacean axis","binary_aquatic_dependence","Developmental / transcriptional signaling regulators",1.81913842911444,1.8920177793993,-0.072879350284864,1.96489712968417,13,10,3,"NWD1;KEAP1;FAM13A;PMIS2;TIGD7"
"Odontoceti","Odontoceti","B591","Cetacean axis","binary_aquatic_dependence","Endocrine / circadian / systemic regulation",0.214913793391272,0.228667860921149,-0.0137540675298771,0.242421928451026,4,2,2,"PER1;ASMTL;CASTOR1;GCKR"
"Odontoceti","Odontoceti","B591","Cetacean axis","binary_aquatic_dependence","Epithelial / body-surface interface",1.96394205568959,2.21862113138738,-0.254679075697796,2.47330020708518,7,5,2,"TGM3;PRSS53;SDR9C7;KRTDAP;TGM1"
"Odontoceti","Odontoceti","B591","Cetacean axis","binary_aquatic_dependence","Immune / inflammatory regulation",-0.506957200976518,0.573668532045319,-1.08062573302184,1.65429426506716,6,3,3,"NLRP8;IL33;XCR1;MEFV;SIGIRR"
"Odontoceti","Odontoceti","B591","Cetacean axis","binary_aquatic_dependence","Ion channels / mechanosensation / membrane signaling",0.310936761661264,0.59198999145051,-0.281053229789246,0.873043221239756,6,3,3,"CACNA1G;KCNK18;PIEZO1;PI4KA;NOXO1"
"Odontoceti","Odontoceti","B591","Cetacean axis","binary_aquatic_dependence","Membrane trafficking / ER / vesicle processing",-0.645719347740712,0,-0.645719347740712,0.645719347740712,4,0,4,"SYTL5;SEC61A2;LLGL1;CLTCL1"
"Odontoceti","Odontoceti","B591","Cetacean axis","binary_aquatic_dependence","Metabolism / redox / lipid handling",2.23049224771378,2.60362647925102,-0.373134231537237,2.97676071078826,17,12,5,"PUSL1;ACADSB;FN3K;NUBP2;GGTLC1"
"Odontoceti","Odontoceti","B591","Cetacean axis","binary_aquatic_dependence","RNA processing / translation / protein homeostasis",-0.0119463443284191,0,-0.0119463443284191,0.0119463443284191,1,0,1,"CCDC174"
"Odontoceti","Odontoceti","B591","Cetacean axis","binary_aquatic_dependence","Sensory systems",-0.290411759720022,4.46456307678019e-16,-0.290411759720023,0.290411759720023,5,1,4,"OMP;CNGA4;OR6B1;PDE6C;OR52W1"
"Odontoceti","Odontoceti","B591","Cetacean axis","binary_aquatic_dependence","Transport / endocytic / epithelial solute handling",-0.260000861922384,0.636802563334139,-0.896803425256523,1.53360598859066,5,4,1,"LRP2;SLC6A15;SLC6A6;SLC5A5;RHCG"
"Odontoceti","Odontoceti","B591","Cetacean axis","binary_aquatic_dependence","Unassigned / low-confidence",0.675251286583646,0.684830891106156,-0.00957960452250958,0.694410495628666,5,3,2,"C16orf91;SMCO3;PROB1;AC092835;FP565260"
"Odontoceti","Odontoceti","B591","Cetacean axis","binary_aquatic_dependence","Vascular / hematologic regulation",-0.165345587660262,0.198315708111832,-0.363661295772094,0.561977003883926,5,3,2,"HGFAC;CD34;PDGFB;EPOR;ITGA2B"
"Odontoceti","Odontoceti","B591","Cetacean axis","marine","Cilia / flagella / reproductive-cell function",-0.271339438253763,0.416990260195232,-0.688329698448994,1.10531995864423,4,3,1,"WDR93;CATSPERZ;TOGARAM2;CATSPER4"
"Odontoceti","Odontoceti","B591","Cetacean axis","marine","Cytoskeletal / muscle / ECM / adhesion",0.333019305889054,0.892808682937716,-0.559789377048662,1.45259805998638,7,5,2,"MYH13;ACP4;MYH7B;SYDE1;COL20A1"
